yield_mg_ha,year,site,hybrid,previous_crop,longitude,latitude,soilp_h,om_pct,soilk_ppm,soilp_ppm
4.374450018,2015,NEH1,LH82_PHG47-25/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
8.014693294,2015,NEH1,LH82_PHG47-3/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
5.318219171,2015,NEH1,LH82_PHG47-4/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
9.033743643,2015,NEH1,LH82_PHG47-5/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
7.105733508,2015,NEH1,LH82_PHG47-7/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
8.862983855,2015,NEH1,LH82_PHG47-8/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
8.401493299,2015,NEH1,LH82_PHG47-9/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
4.891672802,2015,NEH1,M0001/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.19799139,2015,NEH1,M0003/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
6.569302015,2015,NEH1,M0008/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
4.770045454,2015,NEH1,M0012/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
6.984960026,2015,NEH1,M0014/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
7.735229663,2015,NEH1,M0015/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
7.697242387,2015,NEH1,M0024/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
9.67138681,2015,NEH1,M0028/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
7.876598585,2015,NEH1,M0030/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.704422115,2015,NEH1,M0033/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
7.282765663,2015,NEH1,M0039/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
2.988071596,2015,NEH1,M0041/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
4.389582014,2015,NEH1,M0041/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
6.877450307,2015,NEH1,M0052/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
6.272234682,2015,NEH1,M0052/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
9.419355946,2015,NEH1,M0058/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
7.433417936,2015,NEH1,M0077/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
5.453296468,2015,NEH1,M0083/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
5.557994213,2015,NEH1,M0085/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
7.735935869,2015,NEH1,M0088/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
5.200540138,2015,NEH1,M0101/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
4.748018353,2015,NEH1,M0116/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
6.912567839,2015,NEH1,M0118/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
6.49268545,2015,NEH1,M0143/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
6.535378613,2015,NEH1,M0154/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
8.324626355,2015,NEH1,M0159/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
9.243678417,2015,NEH1,M0163/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
5.37223083,2015,NEH1,M0186/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
6.580344454,2015,NEH1,M0262/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
6.848778482,2015,NEH1,M0266/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
6.621689405,2015,NEH1,M0311/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
6.087954324,2015,NEH1,M0323/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
4.66021811,2015,NEH1,M0346/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
7.281025831,2015,NEH1,MO17/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
4.693172091,2015,NEH1,MO44_LH145_0127/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
5.308075533,2015,NEH1,MO44_LH145_0127/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
8.081416601,2015,NEH1,MO44_PHG47_0072/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
10.55469218,2015,NEH1,MO44_PHW65_0035/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
8.840950338,2015,NEH1,MO44_PHW65_0193/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
9.313399871,2015,NEH1,MOG_LH123HT-059-1-1-1-1-B/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
5.178397476,2015,NEH1,MOG_LH123HT-059-1-1-1-1-B/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
3.196857184,2015,NEH1,MOG_LH145_0162/LH198,NA,-96.417261,41.166356,NA,NA,NA,NA
6.033191522,2015,NEH1,MOG_LH145_0162/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
5.188303573,2015,NEH1,MOG_LH145_0175/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
5.030460872,2015,NEH1,MOG_LH145_0175/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
7.587235281,2015,NEH1,MOG_MO45-074-1-1-1-1-B/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
11.91413218,2015,NEH1,MOG_MO45-074-1-1-1-1-B/PB80,NA,-96.417261,41.166356,NA,NA,NA,NA
10.48123427,2015,NEH1,MOG_MO45-128-1-1-1-1-B/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
3.360535687,2015,NEH1,MOG_MO45-128-1-1-1-1-B/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
4.681583948,2015,NEH1,MOG_OH43_0071/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
4.086441338,2015,NEH1,MP718/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
6.475807212,2015,NEH1,N192/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
4.615887847,2015,NEH1,N192/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
7.467437642,2015,NEH1,N542/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
6.598917583,2015,NEH1,N542/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
10.96647892,2015,NEH1,OH43/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
5.291030371,2015,NEH1,OH43/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
3.511650203,2015,NEH1,PB80/LH198,NA,-96.417261,41.166356,NA,NA,NA,NA
10.32278809,2015,NEH1,PB80/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
7.762450567,2015,NEH1,PHB47/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
6.9796988155,2015,NEH1,PHB47/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.936794867,2015,NEH1,PHB47/Q381,NA,-96.417261,41.166356,NA,NA,NA,NA
5.0161795300000005,2015,NEH1,PHG39/PHG35,NA,-96.417261,41.166356,NA,NA,NA,NA
5.4813712325,2015,NEH1,PHG39/PHM49,NA,-96.417261,41.166356,NA,NA,NA,NA
9.8912084175,2015,NEH1,PHG39/PHN82,NA,-96.417261,41.166356,NA,NA,NA,NA
5.407852331,2015,NEH1,PHG39/TX205,NA,-96.417261,41.166356,NA,NA,NA,NA
5.225013268,2015,NEH1,PHG72/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
7.447330126,2015,NEH1,PHG72/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
5.288610022,2015,NEH1,PHG72/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
5.742075551,2015,NEH1,PHG80/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
10.1412843935,2015,NEH1,PHG80/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
5.889825975,2015,NEH1,PHN11_LH145_0002/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
8.328491211,2015,NEH1,PHN11_LH145_0005/LH198,NA,-96.417261,41.166356,NA,NA,NA,NA
9.263683207,2015,NEH1,PHN11_LH145_0005/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
7.73628255,2015,NEH1,PHN11_LH145_0028/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
5.968439164,2015,NEH1,PHN11_LH145_0028/LH198,NA,-96.417261,41.166356,NA,NA,NA,NA
3.530871754,2015,NEH1,PHN11_LH145_0085/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
6.395229493,2015,NEH1,PHN11_LH145_0085/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
4.313774375,2015,NEH1,PHN11_OH43_0001/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
4.962472822,2015,NEH1,PHN11_OH43_0001/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
8.50509322,2015,NEH1,PHN11_OH43_0036/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
7.395347192,2015,NEH1,PHN11_OH43_0036/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
7.573695454,2015,NEH1,PHN11_OH43_0075/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
9.619866122,2015,NEH1,PHN11_OH43_0075/LH198,NA,-96.417261,41.166356,NA,NA,NA,NA
4.426914451,2015,NEH1,PHN11_OH43_0088/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
6.499179306,2015,NEH1,PHN11_OH43_0088/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
6.95735392,2015,NEH1,PHN11_OH43_0142/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
7.342863503,2015,NEH1,PHN11_OH43_0142/LH198,NA,-96.417261,41.166356,NA,NA,NA,NA
8.087881564,2015,NEH1,PHN11_OH43_0215/PB80,NA,-96.417261,41.166356,NA,NA,NA,NA
6.880788719,2015,NEH1,PHN11_OH43_0215/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
7.77767886,2015,NEH1,PHN11_PHG47_0048/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
5.638424269,2015,NEH1,PHN11_PHG47_0048/PB80,NA,-96.417261,41.166356,NA,NA,NA,NA
5.231715773,2015,NEH1,PHN11_PHG47_0251/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
7.1571578975,2015,NEH1,PHN11_PHG47_0251/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
7.234660421,2015,NEH1,PHN11_PHG47_0287/LH198,NA,-96.417261,41.166356,NA,NA,NA,NA
7.314564041,2015,NEH1,PHN11_PHG47_0287/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
5.581414459,2015,NEH1,PHN11_PHG47_0388/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
9.947544129,2015,NEH1,PHN11_PHW65_0015/LH198,NA,-96.417261,41.166356,NA,NA,NA,NA
6.999591259500001,2015,NEH1,PHN11_PHW65_0015/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
1.164977487,2015,NEH1,PHN11_PHW65_0065/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
7.941055621,2015,NEH1,PHN11_PHW65_0065/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
5.973857664,2015,NEH1,PHN11_PHW65_0101/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
6.984626184,2015,NEH1,PHN11_PHW65_0101/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
8.179944699,2015,NEH1,PHN11_PHW65_0237/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
9.770633956,2015,NEH1,PHN11_PHW65_0237/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
6.824549314,2015,NEH1,PHN11_PHW65_0275/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
6.913684922,2015,NEH1,PHN11_PHW65_0275/PB80,NA,-96.417261,41.166356,NA,NA,NA,NA
10.30285391,2015,NEH1,PHN11_PHW65_0294/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
5.580310215,2015,NEH1,PHN11_PHW65_0294/LH198,NA,-96.417261,41.166356,NA,NA,NA,NA
6.978745443,2015,NEH1,PHN11_PHW65_0323/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
7.020501277,2015,NEH1,PHN11_PHW65_0323/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
6.339567889,2015,NEH1,PHN11_PHW65_0359/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
7.601564776,2015,NEH1,PHN11_PHW65_0359/LH198,NA,-96.417261,41.166356,NA,NA,NA,NA
7.816391605,2015,NEH1,PHP02/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
5.565062659,2015,NEH1,PHRE1/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
7.644861411499999,2015,NEH1,PHV63/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
6.17662127,2015,NEH1,PHV63/PB80,NA,-96.417261,41.166356,NA,NA,NA,NA
7.623829416,2015,NEH1,PHV63/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
7.701563063,2015,NEH1,PHW30/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
7.444152212,2015,NEH1,PHW30/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.569505316999999,2015,NEH1,PHW52/PHG35,NA,-96.417261,41.166356,NA,NA,NA,NA
7.263502379,2015,NEH1,PHW52/PHM49,NA,-96.417261,41.166356,NA,NA,NA,NA
8.104634616,2015,NEH1,PHW52/PHN82,NA,-96.417261,41.166356,NA,NA,NA,NA
7.642916147499999,2015,NEH1,PHW52/TX205,NA,-96.417261,41.166356,NA,NA,NA,NA
6.365414906,2015,NEH1,PHW53/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
4.297512455,2015,NEH1,PHW53/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
5.48626971,2015,NEH1,PHW65/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
6.853375222,2015,NEH1,PHW65/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
12.35052045,2015,NEH1,PHW65_MOG_0012/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
5.613187157,2015,NEH1,PHW65_MOG_0012/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
6.69788225,2015,NEH1,PHW65_MOG_0137/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
3.918981442,2015,NEH1,PHW65_MOG_0137/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
6.981871995,2015,NEH1,PHW65_MOG_0176/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
5.996045266,2015,NEH1,PHW65_MOG_0271/LH198,NA,-96.417261,41.166356,NA,NA,NA,NA
9.720397269,2015,NEH1,PHW65_MOG_0271/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
8.421100048,2015,NEH1,PHW65_MOG_0293/LH198,NA,-96.417261,41.166356,NA,NA,NA,NA
3.864340621,2015,NEH1,PHW65_MOG_0311/PB80,NA,-96.417261,41.166356,NA,NA,NA,NA
5.834716492,2015,NEH1,PHW65_MOG_0311/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
4.687002448,2015,NEH1,R226/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
3.704212392,2015,NEH1,R226/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
9.112247694,2015,NEH1,TX130_RP/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
6.638696048,2015,NEH1,TX204/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
7.191543546,2015,NEH1,TX205/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
5.553314016,2015,NEH1,TX303/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
9.03466813,2015,NEH1,TX303/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
6.285042626,2015,NEH1,TX714/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.539870488,2015,NEH1,TX740/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
8.3441047045,2015,NEH1,TX740/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
7.692632811,2015,NEH1,TX745_RP/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
9.976716715,2015,NEH1,TX745_RP/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
7.136780744,2015,NEH1,TX770/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
5.349003185,2015,NEH1,TX772/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
4.52727226,2015,NEH1,TX772W/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
8.287300336,2015,NEH1,TX772W/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
6.476391434,2015,NEH1,TX773/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
3.888152488,2015,NEH1,TX775/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
8.7571882865,2015,NEH1,TX777/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
7.1679884775,2015,NEH1,TX951/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
4.698648371,2015,NEH1,W10001_0003/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
6.004134495,2015,NEH1,W10001_0007/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
4.430849926,2015,NEH1,W10001_0010/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
3.320949821,2015,NEH1,W10001_0016/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
1.733945661,2015,NEH1,W10001_0019/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
6.3353114155,2015,NEH1,W10001_0022/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
5.119789081,2015,NEH1,W10001_0031/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
7.047837733,2015,NEH1,W10001_0047/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
7.813476913,2015,NEH1,W10004_0032/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
8.997245809999999,2015,NEH1,W10004_0032/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
7.891679221,2015,NEH1,W10004_0076/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
6.292245894,2015,NEH1,W10004_0076/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
5.852750338,2015,NEH1,W10004_0082/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
7.700715618,2015,NEH1,W10004_0082/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
6.105545188,2015,NEH1,W10004_0097/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
6.877867612,2015,NEH1,W10004_0097/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
5.239060279,2015,NEH1,W10004_0127/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
4.4565878,2015,NEH1,W10004_0127/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
6.779063449,2015,NEH1,W10004_0216/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
6.6652909975,2015,NEH1,W10004_0216/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
5.222657119,2015,NEH1,W10004_0227/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
5.461674599,2015,NEH1,W10004_0227/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
7.911061274,2015,NEH1,W10004_0232/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
7.361622814,2015,NEH1,W10004_0232/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
5.702585986,2015,NEH1,W10004_0248/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
6.045094246,2015,NEH1,W10004_0248/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.172208572,2015,NEH1,W10005_0037/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
6.1594926465,2015,NEH1,W10005_0107/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
7.396997141,2015,NEH1,W10005_0111/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
7.921846913,2015,NEH1,W10005_0111/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
5.404221807,2015,NEH1,W10005_0147/LH198,NA,-96.417261,41.166356,NA,NA,NA,NA
7.27478236,2015,NEH1,W10005_0147/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
8.23643449,2015,NEH1,W10005_0220/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
2.916796494,2015,NEH1,W10006_0003/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
2.617905874,2015,NEH1,W10006_0004/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
4.369339679,2015,NEH1,W10008_0001/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
7.24452158,2015,NEH1,W10008_0017/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
4.422112273,2015,NEH1,W10008_0042/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
7.3239533215,2015,NEH1,W10008_0069/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
8.583064405,2015,NEH1,W10008_0119/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
6.468250844,2015,NEH1,W37A/PHB47,NA,-96.417261,41.166356,NA,NA,NA,NA
4.4479175585,2015,NEH1,WF9/H95,NA,-96.417261,41.166356,NA,NA,NA,NA
8.829458494,2015,NEH1,Z013E0002/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
7.889823833,2015,NEH1,Z013E0006/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
4.999843779,2015,NEH1,Z013E0007/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.300442129,2015,NEH1,Z013E0012/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
6.520028334,2015,NEH1,Z013E0020/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
4.583742788,2015,NEH1,Z013E0022/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
5.412445858,2015,NEH1,Z013E0026/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
9.819785655,2015,NEH1,Z013E0028/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
7.703514748,2015,NEH1,Z013E0034/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
7.0353957314999995,2015,NEH1,Z013E0037/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
1.064439917,2015,NEH1,Z013E0044/PB80,NA,-96.417261,41.166356,NA,NA,NA,NA
8.517958947,2015,NEH1,Z013E0052/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
6.781432439,2015,NEH1,Z013E0055/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
6.014162572,2015,NEH1,Z013E0056/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
5.744020818,2015,NEH1,Z013E0058/LH195,NA,-96.417261,41.166356,NA,NA,NA,NA
9.074196214,2015,NEH1,Z013E0059/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
9.174573284,2015,NEH1,Z013E0066/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.808066971,2015,NEH1,Z013E0067/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.594395745,2015,NEH1,Z013E0072/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
7.101265171,2015,NEH1,Z013E0073/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
9.38806475,2015,NEH1,Z013E0078/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
11.04000103,2015,NEH1,Z013E0079/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
6.924842923,2015,NEH1,Z013E0080/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
9.762608928,2015,NEH1,Z013E0082/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
7.625601341,2015,NEH1,Z013E0087/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
6.921144991,2015,NEH1,Z013E0090/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
4.681911369,2015,NEH1,Z013E0093/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
6.88295227,2015,NEH1,Z022E0003/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
7.110908049,2015,NEH1,Z022E0005/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
5.280533633,2015,NEH1,Z022E0006/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.411771756,2015,NEH1,Z022E0008/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
5.052199072,2015,NEH1,Z022E0009/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
5.97817834,2015,NEH1,Z022E0017/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
6.617028473,2015,NEH1,Z022E0023/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
7.612029414,2015,NEH1,Z022E0025/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.616531988,2015,NEH1,Z022E0027/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
3.428677817,2015,NEH1,Z022E0036/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
4.502336888,2015,NEH1,Z022E0042/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.903551986,2015,NEH1,Z022E0046/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
7.469646129,2015,NEH1,Z022E0048/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
6.381863004,2015,NEH1,Z022E0050/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
6.965693534,2015,NEH1,Z022E0053/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.298394139,2015,NEH1,Z022E0059/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.421100048,2015,NEH1,Z022E0072/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
10.0437225,2015,NEH1,Z022E0073/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
4.018035986,2015,NEH1,Z022E0077/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
8.982897055,2015,NEH1,Z022E0097/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
6.519822895,2015,NEH1,Z022E0105/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
6.060605023,2015,NEH1,Z022E0108/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
6.303416737,2015,NEH1,Z022E0110/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
10.34124565,2015,NEH1,Z022E0114/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
5.009544435,2015,NEH1,Z022E0121/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
5.726635394,2015,NEH1,Z022E0123/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
7.097528719,2015,NEH1,Z022E0142/PHZ51,NA,-96.417261,41.166356,NA,NA,NA,NA
9.228193319,2015,NEH1,Z022E0149/LH185,NA,-96.417261,41.166356,NA,NA,NA,NA
6.982218673,2015,NEH1,Z022E0160/LH82,NA,-96.417261,41.166356,NA,NA,NA,NA
8.172704003,2015,NEH2,2369/PHZ51,Wheat,-100.746632,41.050974,5.8,1.6,330,40
9.799538688,2015,NEH2,A672/LH82,Wheat,-100.746632,41.050974,5.8,1.6,330,40
