year,site,hybrid,n_plots,yield_mg_ha,yield_sd,grain_moisture,date_planted,date_harvested,season_length_days
2016,MNH1,MBNIL_B189/LH185,1,10.51772685,NA,22.3,2016-05-17,2016-10-18,154
2016,MNH1,MBNIL_B189/PHZ51,2,8.844453915999999,NA,20.7,2016-05-17,2016-10-18,154
2016,MNH1,PB80/PHZ51,2,10.123789243000001,NA,19.45,2016-05-17,2016-10-20,156
2016,MNH1,PHB47/DK3IIH6,2,11.575661535,NA,18.450000000000003,2016-05-17,2016-10-20,156
2016,MNH1,PHB47/PHG29,2,10.270976455,NA,19.450000000000003,2016-05-17,2016-10-20,156
2016,MNH1,PHB47/PHG47,2,11.18173706,NA,19.549999999999997,2016-05-17,2016-10-19,155
2016,MNH1,PHB47/PHK05,2,7.127682985,NA,16.9,2016-05-17,2016-10-20,156
2016,MNH1,PHB47/PHK56,2,11.096920955,NA,19.85,2016-05-17,2016-10-20,156
2016,MNH1,PHB47/PHN82,2,11.51035939,NA,23.3,2016-05-17,2016-10-20,156
2016,MNH1,PHB47/PHR25,2,8.715934967,NA,18.25,2016-05-17,2016-10-20,156
2016,MNH1,PHB47/PHW03,2,9.5965999565,NA,19.299999999999997,2016-05-17,2016-10-20,156
2016,MNH1,PHB47/PHZ51,4,10.512521383,NA,19.65,2016-05-17,2016-10-20,156
2016,MNH1,PHG29/CG120,2,9.796656066,NA,18.65,2016-05-17,2016-10-19,155
2016,MNH1,PHG29/LH145,2,9.809417612499999,NA,16.549999999999997,2016-05-17,2016-10-20,156
2016,MNH1,PHG29/PHG47,2,8.4771608635,NA,17.2,2016-05-17,2016-10-20,156
2016,MNH1,PHG29/PHHV4,2,11.084479824999999,NA,19.5,2016-05-17,2016-10-20,156
2016,MNH1,PHG29/PHRE1,2,11.7380607,NA,18.35,2016-05-17,2016-10-19,155
2016,MNH1,PHG29/S8324,2,10.065693865,NA,18.4,2016-05-17,2016-10-19,155
2016,MNH1,PHG39/PHN82,2,10.454152865000001,NA,22.299999999999997,2016-05-17,2016-10-20,156
2016,MNH1,PHG39/TX205,2,9.687364788,NA,25.5,2016-05-17,2016-10-20,156
2016,MNH1,PHG47/CG120,2,10.38828867,NA,17.799999999999997,2016-05-17,2016-10-20,156
2016,MNH1,PHG47/LH145,2,10.361491785,NA,18.049999999999997,2016-05-17,2016-10-19,155
2016,MNH1,PHG47/PHHV4,2,10.429344140000001,NA,18.299999999999997,2016-05-17,2016-10-20,156
2016,MNH1,PHG47/PHRE1,1,10.25987478,NA,18,2016-05-17,2016-10-19,155
2016,MNH1,PHG47/S8324,2,10.146909203500002,NA,18.85,2016-05-17,2016-10-18,154
2016,MNH1,PHG80/PHZ51,2,11.580698915,NA,24.45,2016-05-17,2016-10-20,156
2016,MNH1,PHHV4/DK3IIH6,2,13.025577179999999,NA,17.1,2016-05-17,2016-10-20,156
2016,MNH1,PHHV4/LH162,2,10.2088679775,NA,23.15,2016-05-17,2016-10-20,156
2016,MNH1,PHHV4/LH185,2,11.347075135,NA,21.25,2016-05-17,2016-10-19,155
2016,MNH1,PHHV4/PHK05,2,7.798248619500001,NA,18.85,2016-05-17,2016-10-18,154
2016,MNH1,PHHV4/PHK56,2,11.7779737,NA,20.85,2016-05-17,2016-10-18,154
2016,MNH1,PHHV4/PHR25,2,10.648580645,NA,17,2016-05-17,2016-10-20,156
2016,MNH1,PHHV4/PHW03,2,10.358560755,NA,20.4,2016-05-17,2016-10-20,156
2016,MNH1,PHHV4/PHZ51,2,10.4448055985,NA,18.8,2016-05-17,2016-10-19,155
2016,MNH1,PHJ40/LH82,2,10.74468753,NA,20.55,2016-05-17,2016-10-20,156
2016,MNH1,PHJ89/CG120,2,10.630377254999999,NA,20,2016-05-17,2016-10-19,155
2016,MNH1,PHJ89/LH145,2,10.71883876,NA,17.85,2016-05-17,2016-10-20,156
2016,MNH1,PHJ89/PHHV4,2,13.206479145,NA,21.2,2016-05-17,2016-10-20,156
2016,MNH1,PHJ89/PHRE1,2,10.942316865,NA,18.95,2016-05-17,2016-10-20,156
2016,MNH1,PHJ89/S8324,2,11.228365685,NA,20.9,2016-05-17,2016-10-18,154
2016,MNH1,PHK05/PHRE1,2,5.1296222225,NA,17.5,2016-05-17,2016-10-20,156
2016,MNH1,PHK56/PHRE1,2,10.3403389705,NA,17.700000000000003,2016-05-17,2016-10-20,156
2016,MNH1,PHN11_OH43_0001/PHB47,2,8.601099417,NA,20.200000000000003,2016-05-17,2016-10-20,156
2016,MNH1,PHN11_PHG47_0251/PHB47,2,9.212083145000001,NA,19.65,2016-05-17,2016-10-20,156
2016,MNH1,PHN11_PHW65_0323/LH195,2,9.9555831635,NA,24.4,2016-05-17,2016-10-20,156
2016,MNH1,PHN82/LH145,2,11.515360005000002,NA,18.35,2016-05-17,2016-10-19,155
2016,MNH1,PHN82/PHHV4,2,12.40949041,NA,20.45,2016-05-17,2016-10-20,156
2016,MNH1,PHN82/PHRE1,2,9.5719750825,NA,19.5,2016-05-17,2016-10-20,156
2016,MNH1,PHN82/S8324,2,11.938502885,NA,20.4,2016-05-17,2016-10-20,156
2016,MNH1,PHP02/PHB47,2,9.9455031455,NA,21.8,2016-05-17,2016-10-20,156
2016,MNH1,PHRE1/LH162,2,9.761087091499999,NA,16.85,2016-05-17,2016-10-20,156
2016,MNH1,PHRE1/PHR25,2,9.328951506500001,NA,16.5,2016-05-17,2016-10-20,156
2016,MNH1,PHRE1/PHZ51,2,10.824295531499999,NA,17.75,2016-05-17,2016-10-20,156
2016,MNH1,PHW03/LH145,2,10.759597445,NA,17.65,2016-05-17,2016-10-19,155
2016,MNH1,PHW03/S8324,2,10.89680707,NA,19.950000000000003,2016-05-17,2016-10-20,156
2016,MNH1,PHW52/PHM49,2,11.44416165,NA,25.15,2016-05-17,2016-10-20,156
2016,MNH1,PHW52/PHN37,2,10.62729127,NA,21.049999999999997,2016-05-17,2016-10-19,155
2016,MNH1,PHW52/PHN82,2,10.6682968315,NA,24.549999999999997,2016-05-17,2016-10-20,156
2016,MNH1,PHW52/TX205,2,9.984696515,NA,26.200000000000003,2016-05-17,2016-10-20,156
2016,MNH1,S8324/LH162,2,10.257484775,NA,17.15,2016-05-17,2016-10-20,156
2016,MNH1,S8324/PHK05,2,5.5750551349999995,NA,16.55,2016-05-17,2016-10-20,156
2016,MNH1,S8324/PHK56,2,11.531822115,NA,20.15,2016-05-17,2016-10-20,156
2016,MNH1,S8324/PHR25,2,8.675357499,NA,20.65,2016-05-17,2016-10-19,155
2016,MNH1,S8324/PHZ51,2,11.434444065000001,NA,18.55,2016-05-17,2016-10-19,155
2016,MNH1,S8326/CG120,2,10.94506405,NA,19.2,2016-05-17,2016-10-20,156
2016,MNH1,S8326/LH145,2,8.500924289,NA,19.700000000000003,2016-05-17,2016-10-18,154
2016,MNH1,S8326/PHB47,2,8.735480433500001,NA,20.5,2016-05-17,2016-10-19,155
2016,MNH1,S8326/PHHV4,2,11.62366639,NA,20.049999999999997,2016-05-17,2016-10-20,156
2016,MNH1,S8326/PHRE1,2,10.79070159,NA,19.9,2016-05-17,2016-10-18,154
2016,MNH1,S8326/S8324,2,11.46501243,NA,21,2016-05-17,2016-10-19,155
2016,MNH1,TX150/LH195,2,9.768737714,NA,32.05,2016-05-17,2016-10-20,156
2016,MNH1,TX714/PHZ51,2,11.87496041,NA,19.6,2016-05-17,2016-10-20,156
2016,MNH1,TX714/TX777,2,2.5665865395000003,NA,25.6,2016-05-17,2016-10-20,156
2016,MNH1,TX951/LH195,2,7.562697077000001,NA,29.45,2016-05-17,2016-10-20,156
2016,MNH1,VA35/LH195,2,9.4933467175,NA,24.05,2016-05-17,2016-10-20,156
2016,MNH1,W10001_0022/PHB47,2,7.8912983965,NA,19.35,2016-05-17,2016-10-20,156
2016,MNH1,W10004_0216/PHZ51,2,10.080028611500001,NA,18.450000000000003,2016-05-17,2016-10-20,156
2016,MNH1,W10005_0107/PHB47,2,9.525569688,NA,18.35,2016-05-17,2016-10-20,156
2016,MNH1,W37A/PHB47,2,7.906652175,NA,20.65,2016-05-17,2016-10-20,156
2016,MNH1,WF9/H95,2,7.9100296939999994,NA,23.85,2016-05-17,2016-10-19,155
2016,MOH1,2369/DK3IIH6,2,7.3268140835,NA,15.8,2016-05-23,2016-10-05,135
2016,MOH1,2369/LH123HT,2,7.6664317285,NA,16.6,2016-05-23,2016-10-07,137
2016,MOH1,2369/PHZ51,4,5.53238457875,NA,16.325,2016-05-23,2016-10-07,137
2016,MOH1,2FACC/DK3IIH6,2,6.954669071,NA,15.3,2016-05-23,2016-10-05,135
2016,MOH1,4N506/DK3IIH6,2,6.033921159,NA,15.45,2016-05-23,2016-10-04,134
2016,MOH1,6F629/DK3IIH6,2,6.923577538,NA,15.15,2016-05-23,2016-10-07,137
2016,MOH1,A632/DK3IIH6,2,6.256135188,NA,14.4,2016-05-23,2016-10-04,134
2016,MOH1,A634/DK3IIH6,1,5.127728082,NA,15.4,2016-05-23,2016-10-04,134
2016,MOH1,A635/DK3IIH6,2,5.795366883,NA,15,2016-05-23,2016-10-05,135
2016,MOH1,A679/DK3IIH6,2,6.4984625125,NA,15.600000000000001,2016-05-23,2016-10-07,137
2016,MOH1,A680/DK3IIH6,2,7.683656012,NA,15.65,2016-05-23,2016-10-05,135
2016,MOH1,B104/DK3IIH6,2,6.2529572755,NA,15.9,2016-05-23,2016-10-05,135
2016,MOH1,B105/DK3IIH6,2,5.9790184,NA,17.25,2016-05-23,2016-10-05,135
2016,MOH1,B109/DK3IIH6,2,5.051955111,NA,15.350000000000001,2016-05-23,2016-10-05,135
2016,MOH1,B110/DK3IIH6,2,6.4751193055,NA,16.1,2016-05-23,2016-10-05,135
2016,MOH1,B111/DK3IIH6,1,7.268450291,NA,15.8,2016-05-23,2016-10-04,134
2016,MOH1,B119/DK3IIH6,2,6.8543135060000004,NA,16.35,2016-05-23,2016-10-07,137
2016,MOH1,B14/DK3IIH6,2,5.7329786985,NA,14.7,2016-05-23,2016-10-05,135
2016,MOH1,B14A/H95,2,7.941713997500001,NA,18.4,2016-05-23,2016-10-05,135
2016,MOH1,B14A/MO17,2,7.6607894925,NA,17.6,2016-05-23,2016-10-07,137
2016,MOH1,B14A/OH43,2,6.7125584215,NA,19.4,2016-05-23,2016-10-05,135
2016,MOH1,B2/DK3IIH6,2,4.5076626189999995,NA,15.85,2016-05-23,2016-10-04,134
2016,MOH1,B37/H95,2,5.1232558935,NA,16.75,2016-05-23,2016-10-07,137
2016,MOH1,B37/MO17,2,3.7685381395,NA,18.4,2016-05-23,2016-10-05,135
2016,MOH1,B37/OH43,2,6.248268413,NA,17.65,2016-05-23,2016-10-05,135
2016,MOH1,B73/DK3IIH6,4,6.38432781325,NA,15.775,2016-05-23,2016-10-05,135
2016,MOH1,B73/LH162,2,4.795838541,NA,15.9,2016-05-23,2016-10-05,135
2016,MOH1,B73/MO17,2,7.9415319895,NA,17.5,2016-05-23,2016-10-05,135
2016,MOH1,B73/PHM49,2,8.595234202,NA,15.9,2016-05-23,2016-10-05,135
2016,MOH1,B73/PHN82,2,7.058208324000001,NA,16.95,2016-05-23,2016-10-04,134
2016,MOH1,B73/PHZ51,4,7.4738228355,NA,16.85,2016-05-23,2016-10-07,137
2016,MOH1,B73/TX777,2,7.4965001245,NA,20.25,2016-05-23,2016-10-05,135
2016,MOH1,B84/DK3IIH6,2,6.699494317,NA,15.100000000000001,2016-05-23,2016-10-04,134
2016,MOH1,B97/PHB47,2,3.6847597199999997,NA,16.65,2016-05-23,2016-10-07,137
2016,MOH1,BGEM-0001-N/LH195,2,5.5749007035,NA,17.35,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0005-N/LH195,2,5.2085105975,NA,17.9,2016-05-23,2016-10-04,134
2016,MOH1,BGEM-0039-N/LH195,1,3.472428994,NA,17.9,2016-05-23,2016-10-04,134
2016,MOH1,BGEM-0040-N/LH195,2,5.069318065,NA,17.85,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0046-N/LH195,1,5.497024533,NA,16.4,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0063-N/LH195,1,7.740838199,NA,17.2,2016-05-23,2016-10-04,134
2016,MOH1,BGEM-0066-N/LH195,1,4.511502114,NA,17.2,2016-05-23,2016-10-04,134
2016,MOH1,BGEM-0088-N/LH195,1,2.975773399,NA,17.2,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0089-N/LH195,2,5.7746411205,NA,17.6,2016-05-23,2016-10-04,134
2016,MOH1,BGEM-0102-N/LH195,2,6.1122335675,NA,17.799999999999997,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0107-N/LH195,2,4.7713137295,NA,17.85,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0120-N/LH195,1,7.023207957,NA,17.2,2016-05-23,2016-10-04,134
2016,MOH1,BGEM-0121-N/LH195,2,9.6809272895,NA,17.799999999999997,2016-05-23,2016-10-07,137
2016,MOH1,BGEM-0124-N/LH195,2,5.811851577500001,NA,16.75,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0125-N/LH195,2,4.0328855015,NA,17.4,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0129-N/LH195,2,5.4438811825,NA,17.6,2016-05-23,2016-10-04,134
2016,MOH1,BGEM-0130-N/LH195,2,5.851225905,NA,17.35,2016-05-23,2016-10-07,137
2016,MOH1,BGEM-0140-N/LH195,2,6.393074291,NA,17.299999999999997,2016-05-23,2016-10-07,137
2016,MOH1,BGEM-0141-N/LH195,1,4.946725788,NA,16.8,2016-05-23,2016-10-07,137
2016,MOH1,BGEM-0143-N/LH195,2,5.698715032,NA,17.450000000000003,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0151-N/LH195,2,4.1889671895,NA,16.65,2016-05-23,2016-10-07,137
2016,MOH1,BGEM-0157-N/LH195,1,5.24991012,NA,17.4,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0182-N/LH195,2,6.2836472355,NA,17.450000000000003,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0184-N/LH195,2,7.515827605,NA,17.65,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0193-N/LH195,1,3.956361387,NA,17.8,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0202-N/LH195,1,7.100587218,NA,18.4,2016-05-23,2016-10-04,134
2016,MOH1,BGEM-0203-N/LH195,2,5.6186721035,NA,18.25,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0204-N/LH195,2,5.0968445585,NA,17.75,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0205-N/LH195,2,5.368452003,NA,17.799999999999997,2016-05-23,2016-10-07,137
2016,MOH1,BGEM-0206-N/LH195,2,6.141265237,NA,18.05,2016-05-23,2016-10-07,137
2016,MOH1,BGEM-0207-N/LH195,2,5.088677325,NA,17.65,2016-05-23,2016-10-07,137
2016,MOH1,BGEM-0209-N/LH195,2,5.363901812,NA,17,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0210-N/LH195,2,6.6752208495000005,NA,18.1,2016-05-23,2016-10-07,137
2016,MOH1,BGEM-0211-N/LH195,2,5.459603178,NA,17.95,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0215-N/LH195,1,4.897826394,NA,18.1,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0227-N/LH195,1,5.07391737,NA,17.7,2016-05-23,2016-10-04,134
2016,MOH1,BGEM-0228-N/LH195,2,6.3097552255,NA,17.8,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0235-N/LH195,2,6.140719215,NA,18,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0239-N/LH195,1,7.846275531,NA,17.6,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0240-N/LH195,2,7.792476376,NA,17.200000000000003,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0246-N/LH195,2,6.350472943,NA,16.75,2016-05-23,2016-10-05,135
2016,MOH1,BGEM-0248-N/LH195,1,6.27125627,NA,17.4,2016-05-23,2016-10-04,134
2016,MOH1,BGEM-0253-N/LH195,2,6.324298507,NA,17.200000000000003,2016-05-23,2016-10-07,137
2016,MOH1,BGEM-0256-N/LH195,1,6.292034034,NA,17,2016-05-23,2016-10-04,134
2016,MOH1,BGEM-0259-N/LH195,2,5.0690898335,NA,16.85,2016-05-23,2016-10-04,134
2016,MOH1,BSSSC0_001/DK3IIH6,2,3.8532468195,NA,15.649999999999999,2016-05-23,2016-10-05,135
2016,MOH1,BSSSC0_002/DK3IIH6,2,3.8275924055,NA,15.7,2016-05-23,2016-10-04,134
2016,MOH1,BSSSC0_003/DK3IIH6,2,5.6674328245000005,NA,15.45,2016-05-23,2016-10-05,135
2016,MOH1,BSSSC0_005/DK3IIH6,2,4.821989865,NA,16.2,2016-05-23,2016-10-05,135
2016,MOH1,BSSSC0_008/DK3IIH6,2,6.2794697275,NA,14.8,2016-05-23,2016-10-05,135
2016,MOH1,BSSSC0_009/DK3IIH6,2,7.2137613205,NA,15.7,2016-05-23,2016-10-07,137
2016,MOH1,BSSSC0_012/DK3IIH6,2,6.157435028,NA,15.600000000000001,2016-05-23,2016-10-07,137
2016,MOH1,BSSSC0_015/DK3IIH6,2,5.0425456035,NA,16.799999999999997,2016-05-23,2016-10-07,137
2016,MOH1,BSSSC0_017/DK3IIH6,2,4.9063778655,NA,15.5,2016-05-23,2016-10-05,135
2016,MOH1,BSSSC0_020/DK3IIH6,2,4.7301973305,NA,15.65,2016-05-23,2016-10-05,135
2016,MOH1,BSSSC0_024/DK3IIH6,2,3.3220242114999996,NA,16.15,2016-05-23,2016-10-05,135
2016,MOH1,BSSSC0_026/DK3IIH6,2,7.565221018,NA,15.8,2016-05-23,2016-10-05,135
2016,MOH1,BSSSC0_029/DK3IIH6,1,3.420894823,NA,15.3,2016-05-23,2016-10-04,134
2016,MOH1,BSSSC0_033/DK3IIH6,2,3.8100156645,NA,15.5,2016-05-23,2016-10-07,137
2016,MOH1,BSSSC0_038/DK3IIH6,2,3.5069931175,NA,15.850000000000001,2016-05-23,2016-10-07,137
2016,MOH1,BSSSC0_048/DK3IIH6,2,4.714992467,NA,15.149999999999999,2016-05-23,2016-10-05,135
2016,MOH1,BSSSC0_054/DK3IIH6,1,1.618828217,NA,15.1,2016-05-23,2016-10-05,135
2016,MOH1,BSSSC0_057/DK3IIH6,2,5.5547903005000006,NA,16.3,2016-05-23,2016-10-05,135
2016,MOH1,BSSSC0_060/DK3IIH6,2,7.015427851,NA,16.25,2016-05-23,2016-10-05,135
2016,MOH1,CG102/DK3IIH6,2,7.5837280245,NA,15.9,2016-05-23,2016-10-05,135
2016,MOH1,CG106/DK3IIH6,2,5.3944819895,NA,15.2,2016-05-23,2016-10-04,134
2016,MOH1,CG44/CGR01,2,4.3698885910000005,NA,16.4,2016-05-23,2016-10-07,137
2016,MOH1,CG60/LH162,2,3.7045494430000003,NA,15.9,2016-05-23,2016-10-05,135
2016,MOH1,CI540/DK3IIH6,2,5.002680145999999,NA,14.8,2016-05-23,2016-10-05,135
2016,MOH1,CO258/DK3IIH6,2,5.3624139715,NA,15.2,2016-05-23,2016-10-05,135
2016,MOH1,DK78010/DK3IIH6,2,5.097587034,NA,15.55,2016-05-23,2016-10-07,137
2016,MOH1,DKFBHJ/DK3IIH6,2,5.7377946795,NA,15.45,2016-05-23,2016-10-05,135
2016,MOH1,F42/H95,2,7.13535935,NA,17.65,2016-05-23,2016-10-05,135
2016,MOH1,F42/MO17,2,7.803766629,NA,17.5,2016-05-23,2016-10-07,137
2016,MOH1,F42/OH43,2,6.9770184565,NA,18.25,2016-05-23,2016-10-05,135
2016,MOH1,FBLA/DK3IIH6,2,5.454518520000001,NA,14.65,2016-05-23,2016-10-04,134
2016,MOH1,FE/DK3IIH6,1,5.122839876,NA,15.4,2016-05-23,2016-10-04,134
2016,MOH1,FR19/DK3IIH6,2,4.322361477,NA,15.9,2016-05-23,2016-10-05,135
2016,MOH1,GEMN-0260/DK3IIH6,2,6.892425334,NA,14.65,2016-05-23,2016-10-05,135
2016,MOH1,GEMN-0261/DK3IIH6,2,6.006466891500001,NA,15.55,2016-05-23,2016-10-05,135
2016,MOH1,GEMN-0262/DK3IIH6,2,7.9600563235,NA,17.6,2016-05-23,2016-10-05,135
2016,MOH1,GEMN-0263/DK3IIH6,1,7.25253762,NA,17.8,2016-05-23,2016-10-05,135
2016,MOH1,GEMN-0264/DK3IIH6,1,6.182609868,NA,16.6,2016-05-23,2016-10-05,135
2016,MOH1,GEMN-0265/DK3IIH6,2,6.3112864,NA,16.299999999999997,2016-05-23,2016-10-07,137
2016,MOH1,GEMN-0266/DK3IIH6,1,3.520635026,NA,17.1,2016-05-23,2016-10-04,134
2016,MOH1,GEMN-0268/DK3IIH6,1,5.717629385,NA,17.4,2016-05-23,2016-10-04,134
2016,MOH1,GEMN-0269/DK3IIH6,2,7.8051909120000005,NA,16.25,2016-05-23,2016-10-05,135
2016,MOH1,H122W/DK3IIH6,2,7.184521645,NA,17.35,2016-05-23,2016-10-05,135
2016,MOH1,H84/DK3IIH6,2,6.0885610145,NA,16.7,2016-05-23,2016-10-05,135
2016,MOH1,H91/DK3IIH6,2,4.8998862595,NA,14.9,2016-05-23,2016-10-07,137
2016,MOH1,I159/DK3IIH6,2,7.5913723425,NA,15.6,2016-05-23,2016-10-05,135
2016,MOH1,ICI_441/LH123HT,2,7.255114616,NA,16.5,2016-05-23,2016-10-05,135
2016,MOH1,ICI_441/LH185,1,6.912917085,NA,16.8,2016-05-23,2016-10-07,137
2016,MOH1,ICI_441/LH38,1,6.052246152,NA,17,2016-05-23,2016-10-07,137
2016,MOH1,ICI_441/LH51,2,6.376124466,NA,16.15,2016-05-23,2016-10-05,135
2016,MOH1,ICI_441/LH82,2,6.786320643,NA,16.799999999999997,2016-05-23,2016-10-07,137
2016,MOH1,ICI_441/PHG29,2,7.979482035,NA,16.55,2016-05-23,2016-10-04,134
2016,MOH1,ICI_441/PHG47,2,6.950823796,NA,15.6,2016-05-23,2016-10-05,135
2016,MOH1,ICI_441/PHG83,2,2.8849255705,NA,17.1,2016-05-23,2016-10-05,135
2016,MOH1,ICI_441/PHK56,2,7.462354908,NA,16.1,2016-05-23,2016-10-07,137
2016,MOH1,ICI_441/PHK76,2,6.7759693164999995,NA,17.2,2016-05-23,2016-10-05,135
2016,MOH1,ICI_441/PHN82,2,5.8988512425,NA,16.799999999999997,2016-05-23,2016-10-05,135
2016,MOH1,ICI_441/PHR55,1,7.750776393,NA,17.4,2016-05-23,2016-10-05,135
2016,MOH1,ICI_441/PHW30,2,7.7151115585,NA,16.95,2016-05-23,2016-10-05,135
2016,MOH1,ICI_441/PHZ51,1,6.423362677,NA,17.1,2016-05-23,2016-10-05,135
2016,MOH1,ICI_441/Q381,2,5.89579756,NA,16.700000000000003,2016-05-23,2016-10-05,135
2016,MOH1,ILL.HY/DK3IIH6,2,6.148109304,NA,17.1,2016-05-23,2016-10-05,135
2016,MOH1,LE23/DK3IIH6,1,4.431696085,NA,15.9,2016-05-23,2016-10-07,137
2016,MOH1,LH123HT/DK3IIH6,2,7.370285028,NA,16.25,2016-05-23,2016-10-05,135
2016,MOH1,LH145/DK3IIH6,2,5.9338920525,NA,15.2,2016-05-23,2016-10-07,137
2016,MOH1,LH149/DK3IIH6,2,5.152325119,NA,15.2,2016-05-23,2016-10-07,137
2016,MOH1,LH185/LH198,2,9.895413214,NA,16.85,2016-05-23,2016-10-05,135
2016,MOH1,LH185/PHB47,2,5.870931844499999,NA,15.5,2016-05-23,2016-10-05,135
2016,MOH1,LH195/DK3IIH6,2,5.5020860805,NA,16.700000000000003,2016-05-23,2016-10-04,134
2016,MOH1,LH195/LH123HT,2,7.815669353,NA,17.2,2016-05-23,2016-10-05,135
2016,MOH1,LH195/LH185,2,8.778929055,NA,17.75,2016-05-23,2016-10-05,135
2016,MOH1,LH195/LH38,2,5.200895165,NA,17.200000000000003,2016-05-23,2016-10-07,137
2016,MOH1,LH195/LH51,2,5.5425495625,NA,17.4,2016-05-23,2016-10-05,135
2016,MOH1,LH195/LH82,4,6.340588192,NA,17.675,2016-05-23,2016-10-07,137
2016,MOH1,LH195/PHG29,2,7.5077961554999995,NA,17.049999999999997,2016-05-23,2016-10-05,135
2016,MOH1,LH195/PHG47,2,7.028893528999999,NA,16.4,2016-05-23,2016-10-04,134
2016,MOH1,LH195/PHG83,2,4.6176299195,NA,17.65,2016-05-23,2016-10-04,134
2016,MOH1,LH195/PHK56,2,7.1388521655,NA,17.05,2016-05-23,2016-10-07,137
2016,MOH1,LH195/PHK76,2,6.410165678,NA,16.8,2016-05-23,2016-10-05,135
2016,MOH1,LH195/PHN37,2,6.406167290000001,NA,17.55,2016-05-23,2016-10-05,135
2016,MOH1,LH195/PHN82,2,6.430764326,NA,17.5,2016-05-23,2016-10-05,135
2016,MOH1,LH195/PHR55,2,5.406537831,NA,18.1,2016-05-23,2016-10-05,135
2016,MOH1,LH195/PHW30,2,6.929138883,NA,17.75,2016-05-23,2016-10-04,134
2016,MOH1,LH195/PHZ51,2,6.789983909,NA,16.95,2016-05-23,2016-10-05,135
2016,MOH1,LH195/Q381,2,6.081523386000001,NA,17.299999999999997,2016-05-23,2016-10-05,135
2016,MOH1,LH198/DK3IIH6,2,7.431448274,NA,15.35,2016-05-23,2016-10-05,135
2016,MOH1,LH198/LH123HT,2,6.8046600825,NA,16,2016-05-23,2016-10-07,137
2016,MOH1,LH198/LH38,2,9.6248400355,NA,16.75,2016-05-23,2016-10-05,135
2016,MOH1,LH198/LH51,2,7.956161938,NA,16.25,2016-05-23,2016-10-05,135
2016,MOH1,LH198/LH82,2,7.848485624,NA,16.65,2016-05-23,2016-10-05,135
2016,MOH1,LH198/PHG29,1,6.52800842,NA,16,2016-05-23,2016-10-05,135
2016,MOH1,LH198/PHG47,2,7.0205182905,NA,16.1,2016-05-23,2016-10-05,135
2016,MOH1,LH198/PHG83,2,3.9832234079999997,NA,16.95,2016-05-23,2016-10-07,137
2016,MOH1,LH198/PHK56,2,8.9056237275,NA,16.6,2016-05-23,2016-10-05,135
2016,MOH1,LH198/PHK76,1,7.349591043,NA,16.7,2016-05-23,2016-10-05,135
2016,MOH1,LH198/PHN82,2,9.186441336000001,NA,17.4,2016-05-23,2016-10-05,135
2016,MOH1,LH198/PHR55,2,7.339927304,NA,17.6,2016-05-23,2016-10-05,135
2016,MOH1,LH198/PHW30,1,7.722325415,NA,17.5,2016-05-23,2016-10-04,134
2016,MOH1,LH198/PHZ51,4,7.80586982725,NA,16.950000000000003,2016-05-23,2016-10-05,135
2016,MOH1,LH198/Q381,2,6.672609184000001,NA,16.75,2016-05-23,2016-10-05,135
2016,MOH1,LH205/DK3IIH6,2,5.71194959,NA,14.95,2016-05-23,2016-10-07,137
2016,MOH1,LH209/DK3IIH6,2,7.050916456,NA,15.7,2016-05-23,2016-10-05,135
2016,MOH1,LH212HT/LH195,2,7.2796452065,NA,16.9,2016-05-23,2016-10-05,135
2016,MOH1,LH216/LH195,2,6.0967195805,NA,17.95,2016-05-23,2016-10-07,137
2016,MOH1,LH220HT/DK3IIH6,2,6.8082857905,NA,15.5,2016-05-23,2016-10-05,135
2016,MOH1,LH222/DK3IIH6,2,4.251621163,NA,15.5,2016-05-23,2016-10-04,134
2016,MOH1,LH38/PHB47,1,5.543895842,NA,17,2016-05-23,2016-10-07,137
2016,MOH1,LH51/PHB47,2,6.6359071929999995,NA,16.05,2016-05-23,2016-10-05,135
2016,MOH1,LH74/PHN82,2,5.9511307795,NA,16.75,2016-05-23,2016-10-05,135
2016,MOH1,LH82/PHB47,2,6.9400824545,NA,16.549999999999997,2016-05-23,2016-10-07,137
