year,site,replicate,block,hybrid,date_planted,date_harvested,yield_mg_ha,grain_moisture
2015,MOH2,2,1,WF9/PHB47,5/5/15,10/2/15,7.312952613,13.3
2015,MOH2,2,1,MO44_LH145_0127/LH185,5/5/15,10/2/15,16.46042697,18.4
2015,MOH2,2,1,LH74/TX205,5/5/15,10/2/15,7.626319629,14.9
2015,MOH2,2,1,PHV63/LH82,5/5/15,10/2/15,6.573292249,15.3
2015,MOH2,2,1,Z013E0047/LH195,5/5/15,10/2/15,11.45768021,15.3
2015,MOH2,2,1,CGR01/LH198,5/5/15,10/2/15,7.179429335,13.9
2015,MOH2,2,1,LH74/PHM49,5/5/15,10/2/15,8.246544893,15.9
2015,MOH2,2,1,M0101/PHZ51,5/5/15,10/2/15,4.380895722,13.3
2015,MOH2,2,1,PHN11_PHW65_0323/LH195,5/5/15,10/2/15,5.756795532,15.1
2015,MOH2,2,1,TZI8/PHB47,5/5/15,10/2/15,8.157489723,17
2015,MOH2,2,1,TX303/LH195,5/5/15,10/2/15,7.814127977,17.3
2015,MOH2,2,1,PHB47/PHN82,5/5/15,10/2/15,9.614616052,13.8
2015,MOH2,2,1,M0033/LH82,5/5/15,10/2/15,8.960181505,14.5
2015,MOH2,2,1,PHW52/PHN82,5/5/15,10/2/15,8.19207855,16.6
2015,MOH2,2,1,CML103/LH195,5/5/15,10/2/15,7.430450375,15.1
2015,MOH2,2,1,W10004_0097/PHZ51,5/5/15,10/2/15,7.021746004,13.8
2015,MOH2,2,1,Z022E0005/LH185,5/5/15,10/2/15,8.18903659,13.9
2015,MOH2,2,1,Z013E0058/LH195,5/5/15,10/2/15,7.048296577,15.3
2015,MOH2,2,1,GEMS-0115/PHZ51,5/5/15,10/2/15,8.553012274,14.6
2015,MOH2,2,1,W10004_0076/PHZ51,5/5/15,10/2/15,7.008603841,14.2
2015,MOH2,2,1,BSSSC0_044/LH82,5/5/15,10/2/15,5.114007661,17.1
2015,MOH2,2,1,TX204/PHB47,5/5/15,10/2/15,9.030095561,14.8
2015,MOH2,2,1,B73_PHG39-1/LH82,5/5/15,10/2/15,6.250368837,14.4
2015,MOH2,2,1,740/PHB47,5/5/15,10/2/15,7.641059248,15.8
2015,MOH2,2,2,PHB47/PHZ51,5/5/15,10/2/15,11.96614608,14.2
2015,MOH2,2,2,Z013E0062/LH195,5/5/15,10/2/15,7.339548504,18.1
2015,MOH2,2,2,LH216/LH195,5/5/15,10/2/15,9.997336322,16
2015,MOH2,2,2,GEMS-0182/PHZ51,5/5/15,10/2/15,9.739959459,14.5
2015,MOH2,2,2,H114/PHB47,5/5/15,10/2/15,4.815187661,16.5
2015,MOH2,2,2,BSSSC0_048/PHZ51,5/5/15,10/2/15,6.298383059,14.8
2015,MOH2,2,2,PHW52/PHG35,5/5/15,10/2/15,6.837296838,14.7
2015,MOH2,2,2,M0159/LH198,5/5/15,10/2/15,3.848264126,15.4
2015,MOH2,2,2,Z022E0121/LH195,5/5/15,10/2/15,3.557017866,14.8
2015,MOH2,2,2,MOG_LH123HT-200-1-1-1-1-B/LH185,5/5/15,10/2/15,4.88112508,13.4
2015,MOH2,2,2,LH198/PHZ51,5/5/15,10/2/15,7.616978494,14.3
2015,MOH2,2,2,M162W/PHZ51,5/5/15,10/2/15,7.955938745,16.5
2015,MOH2,2,2,W10004_0227/LH82,5/5/15,10/2/15,6.3693281,14.3
2015,MOH2,2,2,TX775/LH195,5/5/15,10/2/15,8.966503339,15.4
2015,MOH2,2,2,LH38/PHB47,5/5/15,10/2/15,5.716774238,13.3
2015,MOH2,2,2,B104/LH82,5/5/15,10/2/15,8.243366985,14.9
2015,MOH2,2,2,Z013E0021/PB80,5/5/15,10/2/15,6.394910005,14.8
2015,MOH2,2,2,Z022E0073/LH82,5/5/15,10/2/15,5.911165,15.3
2015,MOH2,2,2,W10004_0248/LH82,5/5/15,10/2/15,4.867575054,13.9
2015,MOH2,2,2,PHG39/TX205,5/5/15,10/2/15,8.748501997,16.7
2015,MOH2,2,2,TX775/TX777,5/5/15,10/2/15,1.514011512,9.4
2015,MOH2,2,2,B73/OH7B,5/5/15,10/2/15,5.287087721,13.5
2015,MOH2,2,2,CML228/PHZ51,5/5/15,10/2/15,6.64644653,20.4
2015,MOH2,2,2,Z013E0006/LH195,5/5/15,10/2/15,6.371373064,16.5
2015,MOH2,2,2,TX205/PHB47,5/5/15,10/2/15,8.170886804,15.5
2015,MOH2,2,3,GEMS-0219/PHZ51,5/5/15,10/2/15,5.236926566,14.4
2015,MOH2,2,3,MOG_LH123HT-200-1-1-1-1-B/LH195,5/5/15,10/2/15,7.651680611,15.1
2015,MOH2,2,3,B73_PHG39-6/PHZ51,5/5/15,10/2/15,7.655804534,15.9
2015,MOH2,2,3,MOG_LH145_0173/LH198,5/5/15,10/2/15,6.065698746,14.2
2015,MOH2,2,3,M0154/LH82,5/5/15,10/2/15,3.766284201,14.1
2015,MOH2,2,3,MOG_MO45-074-1-1-1-1-B/LH195,5/5/15,10/2/15,7.769172705,15.6
2015,MOH2,2,3,M0143/LH185,5/5/15,10/2/15,7.753413438,13.7
2015,MOH2,2,3,TX777/LH195,5/5/15,10/2/15,5.83374518,15.1
2015,MOH2,2,3,MOG_LH145_0175/LH198,5/5/15,10/2/15,6.070955612,14.4
2015,MOH2,2,3,BSSSC0_028/LH82,5/5/15,10/2/15,3.000186559,14.3
2015,MOH2,2,3,PHW30/PHZ51,5/5/15,10/2/15,6.173526818,13.3
2015,MOH2,2,3,PHG39/PHN82,5/5/15,10/2/15,3.810480399,15.6
2015,MOH2,2,3,CML247/LH82,5/5/15,10/2/15,10.44556348,17.9
2015,MOH2,2,3,B14A/C103,5/5/15,10/2/15,5.440970023,15
2015,MOH2,2,3,NC358/LH195,5/5/15,10/2/15,7.664420583,17.9
2015,MOH2,2,3,MOG_LH145_0006/PHB47,5/5/15,10/2/15,7.122374208,14
2015,MOH2,2,3,CG60/LH162,5/5/15,10/2/15,3.303102156,15
2015,MOH2,2,3,PHB47/LH195,5/5/15,10/2/15,5.631021604,15.4
2015,MOH2,2,3,MO44_LH145_0127/PHB47,5/5/15,10/2/15,3.930810524,13.8
2015,MOH2,2,3,CML333/PHB47,5/5/15,10/2/15,8.175560202,15.6
2015,MOH2,2,3,PB80/PHZ51,5/5/15,10/2/15,4.3437124560000004,14.8
2015,MOH2,2,3,BSSSC0_032/PHZ51,5/5/15,10/2/15,8.539365949,14.3
2015,MOH2,2,3,M0262/PHZ51,5/5/15,10/2/15,5.183496864,14.8
2015,MOH2,2,3,Z022E0083/PB80,5/5/15,10/2/15,8.334795671,15
2015,MOH2,2,3,B73_PHG39-2/LH82,5/5/15,10/2/15,7.723781255,14.3
2015,MOH2,2,4,B37/C103,5/5/15,10/2/15,8.195024205,15.3
2015,MOH2,2,4,Z013E0055/LH82,5/5/15,10/2/15,9.819090026,16.1
2015,MOH2,2,4,LH74/PHN82,5/5/15,10/2/15,11.33280698,15.8
2015,MOH2,2,4,B97/LH195,5/5/15,10/2/15,11.24498105,15.6
2015,MOH2,2,4,BSSSC0_048/LH82,5/5/15,10/2/15,4.039222064,14.4
2015,MOH2,2,4,Z022E0110/LH195,5/5/15,10/2/15,7.334263316,15.1
2015,MOH2,2,4,GT602/PHB47,5/5/15,10/2/15,10.21450495,15.7
2015,MOH2,2,4,TX303/LH82,5/5/15,10/2/15,9.69946233,16.8
2015,MOH2,2,4,Z013E0072/PHZ51,5/5/15,10/2/15,9.862147617,16.5
2015,MOH2,2,4,BSSSC0_038/PHZ51,5/5/15,10/2/15,6.271396302,15.1
2015,MOH2,2,4,W10001_0003/PHB47,5/5/15,10/2/15,6.296508038,14.3
2015,MOH2,2,4,N542/LH82,5/5/15,10/2/15,7.523442528,14.7
2015,MOH2,2,4,MOG_MO45-128-1-1-1-1-B/LH185,5/5/15,10/2/15,8.632284463,14.1
2015,MOH2,2,4,Z013E0028/LH82,5/5/15,10/2/15,7.861224517,14.6
2015,MOH2,2,4,F42/MO17,5/5/15,10/2/15,7.715221854,15.3
2015,MOH2,2,4,GT601/PHB47,5/5/15,10/2/15,2.450747719,13.3
2015,MOH2,2,4,PHW65_MOG_0012/LH195,5/5/15,10/2/15,6.377247384,17.1
2015,MOH2,2,4,W10004_0032/LH185,5/5/15,10/2/15,1.79390566,9
2015,MOH2,2,4,B73_PHG39-14/PHZ51,5/5/15,10/2/15,7.036236379,14.1
2015,MOH2,2,4,B73_PHG39-21/LH82,5/5/15,10/2/15,6.945963289,15.9
2015,MOH2,2,4,CML103/LH82,5/5/15,10/2/15,7.415155614,14.5
2015,MOH2,2,4,M162W/LH195,5/5/15,10/2/15,6.956284422,20
2015,MOH2,2,4,MOG_LH123HT-059-1-1-1-1-B/LH195,5/5/15,10/2/15,6.372942193,14.9
2015,MOH2,2,4,B73_PHG39-7/LH82,5/5/15,10/2/15,6.291500415,14.5
2015,MOH2,2,5,B73_NC230-059-1-1-1-1/LH185,5/5/15,10/2/15,7.54915472,16.5
2015,MOH2,2,5,M0008/LH195,5/5/15,10/2/15,5.161370441,15.4
2015,MOH2,2,5,TZI8/LH82,5/5/15,10/2/15,7.787770006,18.7
2015,MOH2,2,5,PHW52/PHM49,5/5/15,10/2/15,7.361878856,14.5
2015,MOH2,2,5,OH7B/LH195,5/5/15,10/2/15,9.136490457,14.3
2015,MOH2,2,5,BSSSC0_038/LH82,5/5/15,10/2/15,3.426536551,14.2
2015,MOH2,2,5,LH82/PHB47,5/5/15,10/2/15,6.583698351,14.1
2015,MOH2,2,5,PHW65/PHZ51,5/5/15,10/2/15,5.157960275,14.1
2015,MOH2,2,5,B97/LH82,5/5/15,10/2/15,6.160475288,15.5
2015,MOH2,2,5,GT603/PHB47,5/5/15,10/2/15,5.483953969,16.4
2015,MOH2,2,5,Z013E0087/LH198,5/5/15,10/2/15,8.041646064,16
2015,MOH2,2,5,MOG_MO45-085-1-1-1-1-B/LH195,5/5/15,10/2/15,7.960668798,16.5
2015,MOH2,2,5,LH212HT/LH195,5/5/15,10/2/15,6.565554232,14.4
2015,MOH2,2,5,PHG39/PHG35,5/5/15,10/2/15,8.069652471,14.8
2015,MOH2,2,5,MOG_MO45-128-1-1-1-1-B/LH195,5/5/15,10/2/15,6.572130979,15.5
2015,MOH2,2,5,KY21/PHB47,5/5/15,10/2/15,4.126028336,13.7
2015,MOH2,2,5,GT602/PHZ51,5/5/15,10/2/15,5.62677306,14
2015,MOH2,2,5,W10004_0082/PHZ51,5/5/15,10/2/15,5.666709383,14.5
2015,MOH2,2,5,PHB47/PHZ51,5/5/15,10/2/15,7.797411371,13.7
2015,MOH2,2,5,Z013E0052/LH185,5/5/15,10/2/15,7.244347105,14.8
2015,MOH2,2,5,B73/PHG35,5/5/15,10/2/15,6.919203122,13.8
2015,MOH2,2,5,M0014/LH82,5/5/15,10/2/15,6.475434095,16.5
2015,MOH2,2,5,Z013E0034/PHZ51,5/5/15,10/2/15,8.642900158,13.8
2015,MOH2,2,5,LH146HT/LH82,5/5/15,10/2/15,4.417444539,14.4
2015,MOH2,2,6,B73/MO17,5/5/15,10/2/15,10.89956868,15.2
2015,MOH2,2,6,BSSSC0_052/LH82,5/5/15,10/2/15,3.425664183,14.1
2015,MOH2,2,6,TX951/LH195,5/5/15,10/2/15,11.05301479,18.7
2015,MOH2,2,6,M0118/LH82,5/5/15,10/2/15,2.692897792,14.5
2015,MOH2,2,6,Z022E0095/LH185,5/5/15,10/2/15,7.574985876,14.5
2015,MOH2,2,6,PHV63/PB80,5/5/15,10/2/15,8.509172955,14.7
2015,MOH2,2,6,M0041/PHZ51,5/5/15,10/2/15,6.701451025,13.9
2015,MOH2,2,6,MOG_MO45-078-1-1-1-1-B/PB80,5/5/15,10/2/15,5.595900299,14.1
2015,MOH2,2,6,W10004_0127/LH82,5/5/15,10/2/15,5.808899689,13.9
2015,MOH2,2,6,MOG_LH123HT-019-1-1-1-1-B/PHB47,5/5/15,10/2/15,9.601207642,14.7
2015,MOH2,2,6,B73/PHN82,5/5/15,10/2/15,7.417744391,15.3
2015,MOH2,2,6,PHW52/TX205,5/5/15,10/2/15,11.84739075,17.4
2015,MOH2,2,6,PHM49/LH82,5/5/15,10/2/15,7.26900566,15.3
2015,MOH2,2,6,MOG_LH123HT-031-1-1-1-1-B/LH195,5/5/15,10/2/15,5.413756676,15.2
2015,MOH2,2,6,LH74/PHG35,5/5/15,10/2/15,9.097653094,14.3
2015,MOH2,2,6,W10001_0012/PHB47,5/5/15,10/2/15,5.716978168,14.4
2015,MOH2,2,6,Z022E0108/LH82,5/5/15,10/2/15,2.88158984,15.5
2015,MOH2,2,6,TX745_RP/PHZ51,5/5/15,10/2/15,7.616179769,15.6
2015,MOH2,2,6,MOG_LH123HT-199-1-1-1-1-B/LH195,5/5/15,10/2/15,7.65349899,16.6
2015,MOH2,2,6,B73_PHG39-15/PHZ51,5/5/15,10/2/15,9.374839502,15
2015,MOH2,2,6,GEMS-0219/LH82,5/5/15,10/2/15,8.565457678,15.1
2015,MOH2,2,6,W10004_0216/PHZ51,5/5/15,10/2/15,8.257914001,14.6
2015,MOH2,2,6,TX740/LH195,5/5/15,10/2/15,3.132270992,17.1
2015,MOH2,2,6,W10008_0099/PHB47,5/5/15,10/2/15,6.376760219,14.2
2015,MOH2,2,6,B73_PHG39-5/PHZ51,5/5/15,10/2/15,10.19813955,15.4
2015,MOH2,2,7,Z022E0023/LH185,5/5/15,10/2/15,8.233612324,14.4
2015,MOH2,2,7,PHG80/LH82,5/5/15,10/2/15,8.180715103,15
2015,MOH2,2,7,B73_NC230-129-1-1-1-1/LH185,5/5/15,10/2/15,9.44414743,15.5
2015,MOH2,2,7,W10005_0111/LH195,5/5/15,10/2/15,8.291777736,14.3
2015,MOH2,2,7,TX770/PHB47,5/5/15,10/2/15,9.040694265,14.7
2015,MOH2,2,7,Z013E0037/PHZ51,5/5/15,10/2/15,8.723843436,14.3
2015,MOH2,2,7,NKH8431/PHZ51,5/5/15,10/2/15,7.718212827,14.2
2015,MOH2,2,7,W10005_0111/PHB47,5/5/15,10/2/15,4.852189656,14.6
2015,MOH2,2,7,W10001_0033/PHB47,5/5/15,10/2/15,6.006762929,14
2015,MOH2,2,7,MOG_LH123HT-031-1-1-1-1-B/PHB47,5/5/15,10/2/15,5.109300273,14.1
2015,MOH2,2,7,GEMN-0097/PHB47,5/5/15,10/2/15,6.277140333,14.1
2015,MOH2,2,7,B14A/H95,5/5/15,10/2/15,5.385942867,13.8
2015,MOH2,2,7,LH132/LH51,5/5/15,10/2/15,6.789174981,15
2015,MOH2,2,7,LH195/LH82,5/5/15,10/2/15,4.933484149,14.7
2015,MOH2,2,7,2369/PHZ51,5/5/15,10/2/15,5.910388933,13.7
2015,MOH2,2,7,MOG_MO45-030-1-1-1-1-B/PB80,5/5/15,10/2/15,6.061892049,14.8
2015,MOH2,2,7,W10004_0232/LH185,5/5/15,10/2/15,7.462733651,13.1
2015,MOH2,2,7,MP718/PHZ51,5/5/15,10/2/15,5.768470534,16.6
2015,MOH2,2,7,LH195/PHZ51,5/5/15,10/2/15,8.37885592,14.6
2015,MOH2,2,7,N501/LH82,5/5/15,10/2/15,6.026289242,16.3
2015,MOH2,2,7,MOG_MO45-030-1-1-1-1-B/LH195,5/5/15,10/2/15,7.856460482,16.3
2015,MOH2,2,7,GEMS-0182/LH82,5/5/15,10/2/15,8.388191386,14.8
2015,MOH2,2,7,Z022E0077/PHZ51,5/5/15,10/2/15,6.867654107,14.2
2015,MOH2,2,7,M0058/LH82,5/5/15,10/2/15,5.791622272,14.3
2015,MOH2,2,7,Z013E0002/PHZ51,5/5/15,10/2/15,9.74478581,15.3
2015,MOH2,2,8,W10004_0127/PHZ51,5/5/15,10/2/15,6.035381128,13.8
2015,MOH2,2,8,PHP02/PHB47,5/5/15,10/2/15,7.5187578,13.7
2015,MOH2,2,8,PHT55/PHZ51,5/5/15,10/2/15,7.200774027,14.4
2015,MOH2,2,8,PHKE6/PHZ51,5/5/15,10/2/15,5.255110339,13.3
2015,MOH2,2,8,CML322/PHZ51,5/5/15,10/2/15,6.549251146,17.3
2015,MOH2,2,8,GEMS-0146/PHZ51,5/5/15,10/2/15,5.409553448,14.2
2015,MOH2,2,8,W10004_0227/PHZ51,5/5/15,10/2/15,7.552434601,14.7
2015,MOH2,2,8,B37/H95,5/5/15,10/2/15,6.623039877,15.4
2015,MOH2,2,8,B73/PHM49,5/5/15,10/2/15,7.155116329,15
2015,MOH2,2,8,Z013E0014/PHZ51,5/5/15,10/2/15,10.50086255,15.2
2015,MOH2,2,8,B73_PHG39-11/LH82,5/5/15,10/2/15,8.866872123,15.8
2015,MOH2,2,8,MOG_MO45-074-1-1-1-1-B/PHB47,5/5/15,10/2/15,4.683511088,14.5
2015,MOH2,2,8,N542/PHZ51,5/5/15,10/2/15,6.431957316,14.5
2015,MOH2,2,8,Z022E0142/LH82,5/5/15,10/2/15,16.29329488,15.8
2015,MOH2,2,8,LH195/PHZ51,5/5/15,10/2/15,8.642407325,15.1
2015,MOH2,2,8,Z013E0046/PB80,5/5/15,10/2/15,12.09112128,15.9
2015,MOH2,2,8,PB80/LH82,5/5/15,10/2/15,7.19057752,14
2015,MOH2,2,8,PHW53/PHB47,5/5/15,10/2/15,5.112393213,18.4
2015,MOH2,2,8,WF9/H95,5/5/15,10/2/15,9.053870417,15.3
2015,MOH2,2,8,B73_PHG39-24/PHZ51,5/5/15,10/2/15,10.61996343,14.9
2015,MOH2,2,8,PHG39/PHM49,5/5/15,10/2/15,8.459816189,16.1
2015,MOH2,2,8,Z013E0067/LH185,5/5/15,10/2/15,9.559566239,16
2015,MOH2,2,8,MOG_LH145_0006/LH198,5/5/15,10/2/15,10.06116646,15.1
2015,MOH2,2,8,PHV63/LH195,5/5/15,10/2/15,5.969126484,14.4
2015,MOH2,2,8,GEMS-0146/LH82,5/5/15,10/2/15,10.99083875,15.2
2015,MOH2,2,9,B73/TX205,5/5/15,10/2/15,9.568601476,15.5
2015,MOH2,2,9,M0008/LH185,5/5/15,10/2/15,10.57859393,15
2015,MOH2,2,9,Z022E0025/LH82,5/5/15,10/2/15,8.441745716,14.6
2015,MOH2,2,9,LH82/TX777,5/5/15,10/2/15,6.21453944,17.7
2015,MOH2,2,9,WF9/OH43,5/5/15,10/2/15,6.395765378,15.3
2015,MOH2,2,9,B37/OH43,5/5/15,10/2/15,8.435639137,16.9
2015,MOH2,2,9,Z022E0160/LH82,5/5/15,10/2/15,5.829887501,16.6
2015,MOH2,2,9,LH149/PHZ51,5/5/15,10/2/15,6.444329081,14.4
2015,MOH2,2,9,B119/PHZ51,5/5/15,10/2/15,9.364490042,15.7
2015,MOH2,2,9,LH146HT/PHZ51,5/5/15,10/2/15,5.097846195,13.8
2015,MOH2,2,9,M0154/PHZ51,5/5/15,10/2/15,9.995976786,15
2015,MOH2,2,9,BSSSC0_012/PHZ51,5/5/15,10/2/15,6.785521238,14.5
2015,MOH2,2,9,F42/OH43,5/5/15,10/2/15,9.014676175,14.9
2015,MOH2,2,9,PHG80/PHZ51,5/5/15,10/2/15,7.998140964,15.2
2015,MOH2,2,9,Z013E0022/PB80,5/5/15,10/2/15,6.70776153,15.9
2015,MOH2,2,9,MOG_LH123HT-019-1-1-1-1-B/LH195,5/5/15,10/2/15,5.193262852,16.2
2015,MOH2,2,9,Z022E0009/LH82,5/5/15,10/2/15,4.353908964,14.6
2015,MOH2,2,9,KY21/LH195,5/5/15,10/2/15,4.732607275,17.2
2015,MOH2,2,9,GEMS-0162/PHZ51,5/5/15,10/2/15,5.552111961,14.4
2015,MOH2,2,9,PHAW6/LH82,5/5/15,10/2/15,6.413688573,13.9
2015,MOH2,2,9,M0075/LH195,5/5/15,10/2/15,5.471213999,14.3
2015,MOH2,2,9,BSSSC0_010/PHZ51,5/5/15,10/2/15,3.946048639,14
2015,MOH2,2,9,TX773/LH195,5/5/15,10/2/15,7.492768031,18.2
2015,MOH2,2,9,BSSSC0_029/PHZ51,5/5/15,10/2/15,7.118862081,14.8
2015,MOH2,2,10,PHN11_LH145_0028/LH195,5/5/15,10/2/15,7.292610578,14.8
2015,MOH2,2,10,Z022E0003/LH185,5/5/15,10/2/15,7.26807098,13.6
2015,MOH2,2,10,B14A/OH43,5/5/15,10/2/15,7.454859679,14.6
2015,MOH2,2,10,LH195/MO17,5/5/15,10/2/15,9.290333104,15.2
2015,MOH2,2,10,LH195/LH198,5/5/15,10/2/15,5.849340173,15.5
2015,MOH2,2,10,BSSSC0_002/LH82,5/5/15,10/2/15,5.845997984,14
2015,MOH2,2,10,MO44_LH145_0138/LH195,5/5/15,10/2/15,6.33509049,14.5
2015,MOH2,2,10,GEMS-0163/LH82,5/5/15,10/2/15,11.05380786,14
2015,MOH2,2,10,R226/LH82,5/5/15,10/2/15,7.881764816,13.9
2015,MOH2,2,10,Z022E0048/LH195,5/5/15,10/2/15,5.442578805,17.6
2015,MOH2,2,10,Z013E0044/PB80,5/5/15,10/2/15,7.328428647,15.5
2015,MOH2,2,10,LH149/LH82,5/5/15,10/2/15,5.07867676,15.1
2015,MOH2,2,10,TX714/PHZ51,5/5/15,10/2/15,6.652836342,14.4
2015,MOH2,2,10,Z022E0166/LH185,5/5/15,10/2/15,7.051293219,14.8
2015,MOH2,2,10,B73/PHZ51,5/5/15,10/2/15,7.560824058,14
2015,MOH2,2,10,PHR25/LH82,5/5/15,10/2/15,3.439792011,13.5
2015,MOH2,2,10,GEMS-0142/PHZ51,5/5/15,10/2/15,7.15016536,13.9
2015,MOH2,2,10,DK4676A/LH82,5/5/15,10/2/15,4.072961177,14.2
2015,MOH2,2,10,M0003/LH185,5/5/15,10/2/15,4.793010256,14.1
2015,MOH2,2,10,TX61M/PHZ51,5/5/15,10/2/15,9.129205617,15.8
2015,MOH2,2,10,Z013E0032/LH185,5/5/15,10/2/15,8.180199618,15.7
2015,MOH2,2,10,B97/PHB47,5/5/15,10/2/15,11.29395828,16.3
2015,MOH2,2,10,B109/LH82,5/5/15,10/2/15,9.665020788,15.2
2015,MOH2,2,10,TX205/LH195,5/5/15,10/2/15,12.11026806,15.8
2015,MOH2,2,10,MOG_LH145_0162/LH198,5/5/15,10/2/15,9.813935124,15.2
2015,NCH1,1,1,PHV63/PHZ51,4/28/15,9/16/15,11.00351924,17.5
2015,NCH1,1,1,B111/PHZ51,4/28/15,9/16/15,10.47690075,18.2
2015,NCH1,1,1,CML228/PHB47,4/28/15,9/16/15,12.94769821,19.2
2015,NCH1,1,1,DKFBHJ/LH82,4/28/15,9/16/15,9.645636098,17.9
2015,NCH1,1,1,M0116/LH82,4/28/15,9/16/15,10.68801039,16.3
2015,NCH1,1,1,W10008_0119/PHB47,4/28/15,9/16/15,11.84186198,19.1
2015,NCH1,1,1,TX714/PHZ51,4/28/15,9/16/15,11.37114585,18
2015,NCH1,1,1,LH195/PHZ51,4/28/15,9/16/15,11.49595111,17.1
2015,NCH1,1,1,BSSSC0_019/LH82,4/28/15,9/16/15,10.4076608,17.5
2015,NCH1,1,1,740/PHB47,4/28/15,9/16/15,15.71429183,18
2015,NCH1,1,1,Z022E0166/PHZ51,4/28/15,9/16/15,10.81838181,18
2015,NCH1,1,1,F42/OH43,4/28/15,9/16/15,11.91976897,19.1
2015,NCH1,1,1,MOG_LH123HT-059-1-1-1-1-B/LH195,4/28/15,9/16/15,13.38825307,20.1
2015,NCH1,1,1,TZI8/PHB47,4/28/15,9/16/15,12.78000077,21.1
2015,NCH1,1,1,Z022E0077/LH82,4/28/15,9/16/15,8.182255912,16.7
2015,NCH1,1,1,B73/MO17,4/28/15,9/16/15,15.6512151,17.5
2015,NCH1,1,1,OH43/LH195,4/28/15,9/16/15,13.24765455,18.6
2015,NCH1,1,1,LH38/PHB47,4/28/15,9/16/15,10.60151341,16.6
2015,NCH1,1,1,GEMN-0192/PHB47,4/28/15,9/16/15,11.76809591,16.3
2015,NCH1,1,1,MP719/PHZ51,4/28/15,9/16/15,10.85304994,19.5
2015,NCH1,1,1,Z022E0160/PHZ51,4/28/15,9/16/15,7.504301415,17.1
2015,NCH1,1,1,WF9/OH43,4/28/15,9/16/15,10.38541542,16.4
2015,NCH1,1,1,Z022E0046/LH82,4/28/15,9/16/15,9.694749276,16.8
2015,NCH1,1,1,BSSSC0_019/PHZ51,4/28/15,9/16/15,13.915016,17.9
2015,NCH1,1,2,Z013E0020/LH82,4/28/15,9/16/15,11.66466933,17.6
2015,NCH1,1,2,PHG80/PHZ51,4/28/15,9/16/15,9.937618772,18.1
2015,NCH1,1,2,B73_PHG39-14/PHZ51,4/28/15,9/16/15,12.65001455,17.9
2015,NCH1,1,2,W10004_0127/LH82,4/28/15,9/16/15,9.417019055,15.7
2015,NCH1,1,2,GEMN-0155/PHB47,4/28/15,9/16/15,15.83351167,18.2
2015,NCH1,1,2,PHW53/LH82,4/28/15,9/16/15,10.69945087,17.7
2015,NCH1,1,2,PHW52/PHN82,4/28/15,9/16/15,16.28256022,19.1
2015,NCH1,1,2,B73_NC230-059-1-1-1-1/LH185,4/28/15,9/16/15,13.36687439,19.3
2015,NCH1,1,2,Z013E0044/LH195,4/28/15,9/16/15,12.41350088,21.4
2015,NCH1,1,2,B97/LH82,4/28/15,9/16/15,11.17498202,17.7
2015,NCH1,1,2,PHP02/PHB47,4/28/15,9/16/15,11.51501858,18.1
2015,NCH1,1,2,TX303/LH82,4/28/15,9/16/15,13.66078307,19.4
2015,NCH1,1,2,MP718/PHZ51,4/28/15,9/16/15,12.58973053,19.3
2015,NCH1,1,2,W10004_0216/LH82,4/28/15,9/16/15,10.41584633,16.8
2015,NCH1,1,2,BSSSC0_048/LH82,4/28/15,9/16/15,10.7879509,16.4
2015,NCH1,1,2,B68/LH82,4/28/15,9/16/15,10.37443718,19
2015,NCH1,1,2,W10001_0003/PHB47,4/28/15,9/16/15,10.66901996,16.7
2015,NCH1,1,2,M0154/LH195,4/28/15,9/16/15,10.27813682,17.9
2015,NCH1,1,2,B106/PHZ51,4/28/15,9/16/15,9.55742497,16.6
2015,NCH1,1,2,MOG_LH123HT-019-1-1-1-1-B/LH195,4/28/15,9/16/15,11.7946748,17.8
2015,NCH1,1,2,B73/PHN82,4/28/15,9/16/15,14.5909482,18.1
2015,NCH1,1,2,PHM49/LH82,4/28/15,9/16/15,9.038366062,16.2
2015,NCH1,1,2,MOG_LH145_0162/LH198,4/28/15,9/16/15,11.13694338,16.8
2015,NCH1,1,2,Z013E0082/LH195,4/28/15,9/16/15,11.42401474,19.3
2015,NCH1,1,3,LH212HT/LH195,4/28/15,9/16/15,13.33210996,17.1
2015,NCH1,1,3,GEMS-0182/PHZ51,4/28/15,9/16/15,11.7920747,16.7
2015,NCH1,1,3,B73_PHG39-12/LH82,4/28/15,9/16/15,9.443020148,16.9
2015,NCH1,1,3,MO44_LH145_0127/PHB47,4/28/15,9/16/15,14.75042158,16.3
2015,NCH1,1,3,W10004_0248/LH82,4/28/15,9/16/15,10.39783816,16.3
2015,NCH1,1,3,N542/PHB47,4/28/15,9/16/15,11.65742754,16.4
2015,NCH1,1,3,Z022E0073/LH185,4/28/15,9/16/15,8.060339663,16.3
2015,NCH1,1,3,W10005_0107/PHB47,4/28/15,9/16/15,11.73975471,16.9
2015,NCH1,1,3,W10001_0014/PHB47,4/28/15,9/16/15,10.93721645,17.7
2015,NCH1,1,3,B73_PHG39-7/PHZ51,4/28/15,9/16/15,8.743879579,18.2
2015,NCH1,1,3,H95/PHB47,4/28/15,9/16/15,11.18586397,18.2
2015,NCH1,1,3,PHG39/PHM49,4/28/15,9/16/15,11.78415881,19.6
2015,NCH1,1,3,PHAW6/PHB47,4/28/15,9/16/15,11.25645212,17.1
