year,site,date_planted,date_harvested,gs_dayl_s_mean,gs_prcp_mm_total,gs_srad_w_m_2_mean,gs_tmax_deg_c_mean,gs_tmin_deg_c_mean,gs_vp_pa_mean,gs_swe_kg_m_2_total,gs_n_days
2022,GAH1,2022-04-04,2022-08-24,48702.28979020979,437.52,389.2325174825175,31.392867132867135,18.85958041958042,2237.6722377622377,0,143
2022,GAH2,2022-04-14,2022-09-22,48649.377222222225,435.34,390.0072222222222,30.750925925925927,18.52567901234568,2183.6001234567902,0,162
2022,GEH1,2022-05-15,2022-11-22,NA,NA,NA,NA,NA,NA,NA,NA
2022,IAH1,2022-05-10,2022-10-11,49526.77490322581,337.83,370.80890322580643,27.40664516129032,14.939741935483871,1747.6434193548387,0,155
2022,IAH2,2022-05-20,2022-10-17,49173.71867549669,368.45,361.2647682119205,26.48384105960265,13.227350993377483,1610.6560927152318,0,151
2022,IAH3,2022-05-11,2022-10-19,49160.54709876543,395.5,362.7553703703704,26.080308641975307,12.810123456790123,1573.3379012345679,0,162
2022,IAH4,2022-05-22,2022-10-25,48536.62388535032,526.81,357.1088535031847,26.291273885350318,13.184394904458598,1623.7096815286625,0,157
2022,ILH1,2022-05-11,2022-10-03,49740.31150684931,350.21999999999997,385.4986301369863,27.978424657534248,15.605410958904109,1796.8584931506848,0,146
2022,INH1,2022-05-12,2022-10-04,49769.81246575343,374.18,376.37219178082194,27.412876712328767,14.850068493150685,1740.862602739726,0,146
2022,MIH1,2022-05-20,2022-11-03,48076.63505952381,402.42,341.4524404761905,24.475952380952382,12.23202380952381,1501.4335119047619,0,168
2022,MNH1,2022-05-06,2022-11-08,48254.877914438504,508.51,339.215614973262,23.48716577540107,11.507754010695187,1461.1542245989306,0,187
2022,MOH2,2022-05-10,2022-10-24,48240.55505952381,351.34,367.7320833333333,28.722083333333334,16.357738095238094,1948.0558333333333,0,168
2022,NCH1,2022-04-21,2022-09-15,49555.939797297295,516.11,379.3571621621622,29.88972972972973,18.247364864864863,2142.103445945946,0,148
2022,NEH1,2022-05-10,2022-10-10,49510.22818181818,314.15,387.24987012987015,29.7087012987013,15.259805194805194,1771.2765584415586,0,154
2022,NEH2,2022-05-12,2022-10-06,49784.5329054054,245.18,401.6089864864865,30.2175,12.908986486486487,1417.2337162162162,0,148
2022,NEH3,2022-05-12,2022-10-26,48501.08053571429,243.93,393.7260714285714,29.313333333333333,11.56452380952381,1334.6283333333333,0,168
2022,NYH2,2022-05-12,2022-11-07,47973.22355555555,515.81,338.5846111111111,23.353444444444445,11.685,1438.32,0,180
2022,NYH3,2022-05-12,2022-11-07,47973.22355555555,515.81,338.5846111111111,23.353444444444445,11.685,1438.32,0,180
2022,OHH1,2022-06-04,2022-11-09,46713.92377358491,432.95,347.3018867924528,25.023459119496856,13.077735849056603,1601.60106918239,0,159
2022,SCH1,2022-04-28,2022-10-03,48543.746352201255,356.63,384.9476100628931,30.12748427672956,18.30981132075472,2083.0312578616354,0,159
2022,TXH1,2022-03-14,2022-08-22,47872.305679012345,232.31,415.60425925925927,33.64018518518518,20.775246913580247,2067.4061728395063,0,162
2022,TXH2,2022-03-14,2022-08-17,47909.92732484076,190.23,418.9831847133758,33.589999999999996,20.663375796178343,2080.0070700636943,0,157
2022,TXH3,2022-04-04,2022-08-26,48470.370068965516,182,412.51041379310345,34.84448275862069,22.463103448275863,2178.022896551724,0,145
2022,WIH1,2022-05-09,2022-10-21,49288.151927710845,523.39,362.04963855421687,24.343072289156627,12.199156626506024,1494.3865060240964,0,166
2022,WIH2,2022-05-23,2022-11-29,46166.27712041885,675.01,313.7517277486911,21.41392670157068,9.413455497382198,1307.4887958115182,3.3499999999999996,191
2022,WIH3,2022-05-16,2022-11-01,48584.44894117647,550.16,338.5239411764706,22.822352941176472,10.44970588235294,1344.1966470588236,0,170
2023,COH1,2023-05-24,2023-11-07,47338.95625,352.51,388.94934523809525,26.041488095238094,9.347619047619048,1207.2451785714286,10.19,168
2023,DEH1,2023-05-08,2023-10-02,49473.369594594595,635.75,354.26594594594593,27.57337837837838,17.75939189189189,2091.2066216216217,0,148
2023,GAH1,2023-03-30,2023-08-16,48658.67971428571,511.08,395.985,30.203142857142858,18.036571428571428,2143.8270714285713,0,140
2023,GAH2,2023-04-24,2023-09-26,48623.25384615384,864.37,386.5020512820513,30.106858974358975,18.082756410256412,2119.9559615384615,0,156
2023,IAH1,2023-05-20,2023-10-09,49527.336783216786,252.84,379.0774825174825,28.014265734265734,14.739020979020978,1636.3676223776224,0,143
2023,IAH2,2023-05-04,2023-10-05,50138.747870967745,378.42,376.93264516129034,27.512064516129033,14.122064516129033,1587.741935483871,0,155
2023,IAH3,2023-05-11,2023-10-17,49294.7098125,314.7,367.9675,26.9755625,13.0431875,1507.0855,0,160
2023,IAH4,2023-05-05,2023-10-22,49033.996081871344,527.82,363.3129239766082,26.66263157894737,13.495497076023392,1603.2289473684211,0,171
2023,ILH1,2023-05-03,2023-10-02,49817.3537254902,348.71,391.95444444444445,27.923986928104576,14.801176470588235,1646.4960784313726,0,153
2023,INH1,2023-05-04,2023-10-17,49026.95844311377,404.87,374.62784431137726,26.6688622754491,13.619880239520958,1582.2513173652694,0,167
2023,MIH1,2023-05-24,2023-11-16,47001.97768361582,556.87,326.7276836158192,22.793446327683615,10.990282485875706,1371.6941807909604,0,177
2023,MNH1,2023-05-17,2023-11-14,47573.95318681319,345.39,335.5429120879121,23.822142857142858,11.726153846153846,1475.8825824175824,6.99,182
2023,MOH1,2023-05-24,2023-11-08,47011.44721893491,477.13,356.6067455621302,27.82248520710059,15.35378698224852,1759.3687573964496,0,169
2023,MOH2,2023-05-09,2023-10-18,48611.439202453985,348.28000000000003,372.8545398773006,29.224539877300614,16.77834355828221,1834.6950306748465,0,163
2023,NCH1,2023-04-17,2023-09-21,49156.99424050633,560.92,383.2912025316456,28.992848101265825,17.22,2031.9691139240506,0,158
2023,NEH1,2023-05-16,2023-10-23,48589.50223602485,426.87,371.15447204968945,28.911987577639753,14.5927950310559,1486.3357142857144,0,161
2023,NEH3,2023-05-25,2023-10-23,48422.26302631579,406.15,373.7780263157895,27.781447368421052,12.10282894736842,1469.493947368421,0,152
2023,NYH2,2023-05-12,2023-11-10,47760.597377049184,542.06,326.8412021857923,21.90601092896175,11.382459016393442,1415.9792896174863,0,183
2023,NYH3,2023-05-12,2023-11-10,47760.597377049184,542.06,326.8412021857923,21.90601092896175,11.382459016393442,1415.9792896174863,0,183
2023,OHH1,2023-05-23,2023-11-29,45812.134659685864,476.06,337.36068062827223,23.05738219895288,11.31759162303665,1447.7712565445026,0,191
2023,SCH1,2023-05-06,2023-09-20,49140.89224637681,518.07,386.8067391304348,29.60086956521739,18.284202898550724,2128.007391304348,0,138
2023,TXH1,2023-03-01,2023-07-26,47336.1327027027,437.26,389.81405405405405,30.08608108108108,18.825945945945946,2294.7375675675676,0,148
2023,TXH2,2023-03-01,2023-07-24,47313.46719178082,437.26,389.2269178082192,29.97595890410959,18.74376712328767,2284.9924657534248,0,146
2023,TXH3,2023-04-14,2023-08-18,48857.8720472441,289.64,403.96511811023623,33.93748031496063,22.158818897637794,2625.990157480315,0,127
2023,WIH1,2023-05-03,2023-10-24,49137.2316,463.06,362.4982857142857,25.101542857142856,11.959657142857143,1381.4417714285714,0,175
2023,WIH2,2023-05-11,2023-11-27,46670.152437810946,414.64,333.79562189054724,22.46542288557214,9.798258706467662,1266.0958208955224,10.440000000000001,201
2023,WIH3,2023-04-26,2023-11-14,47940.423743842366,481.4,337.87049261083746,22.440344827586205,9.69960591133005,1266.2799014778325,0,203
